Customer,State,Customer Lifetime Value,Response,Coverage,Education,Effective To Date,EmploymentStatus,Gender,Income,Location Code,Marital Status,Monthly Premium Auto,Months Since Last Claim,Months Since Policy Inception,Number of Open Complaints,Number of Policies,Policy Type,Policy,Renew Offer Type,Sales Channel,Total Claim Amount,Vehicle Class,Vehicle Size
QI11566,Oregon,2534.990075,No,Basic,Bachelor,2/28/11,Disabled,F,25163,Suburban,Married,67,32,18,0,1,Corporate Auto,Corporate L2,Offer2,Branch,321.6,Two-Door Car,Small
GX33877,Arizona,35022.45478,No,Extended,Bachelor,2/22/11,Employed,F,25270,Suburban,Married,99,34,87,0,2,Personal Auto,Personal L2,Offer2,Agent,712.8,Two-Door Car,Small
CA58346,Oregon,4949.525372,No,Basic,High School or Below,2/22/11,Unemployed,F,0,Suburban,Single,69,27,56,0,7,Corporate Auto,Corporate L2,Offer3,Call Center,331.2,Four-Door Car,Medsize
WY21918,Washington,3867.965986,No,Extended,College,2/23/11,Employed,F,79628,Suburban,Single,98,6,4,0,1,Personal Auto,Personal L3,Offer4,Branch,470.4,Four-Door Car,Medsize
LK39646,Washington,8018.503854,No,Basic,Bachelor,2/28/11,Employed,F,58843,Urban,Single,68,1,96,0,2,Corporate Auto,Corporate L1,Offer3,Call Center,200.490816,Two-Door Car,Large
KD93234,Oregon,5502.726803,No,Basic,High School or Below,2/23/11,Unemployed,F,0,Suburban,Married,72,33,39,0,7,Corporate Auto,Corporate L3,Offer4,Agent,345.6,Four-Door Car,Small
GE20220,Oregon,7606.70898,No,Extended,Bachelor,2/25/11,Employed,F,47778,Rural,Married,96,2,81,0,7,Personal Auto,Personal L3,Offer2,Call Center,173.80879,Four-Door Car,Medsize
AM17304,Arizona,7218.375778,No,Extended,Master,2/23/11,Employed,F,45356,Suburban,Single,90,31,30,0,3,Personal Auto,Personal L3,Offer2,Call Center,462.043003,Four-Door Car,Medsize
DH93217,California,29874.74493,No,Extended,Master,2/23/11,Employed,F,52651,Suburban,Single,94,34,20,0,2,Personal Auto,Personal L3,Offer3,Call Center,451.2,Two-Door Car,Small
UA53326,Oregon,3304.758268,No,Extended,College,2/28/11,Retired,F,23931,Suburban,Single,95,4,24,0,1,Personal Auto,Personal L3,Offer4,Web,456.0,Four-Door Car,Large
JP55271,Oregon,10633.50496,No,Extended,High School or Below,2/25/11,Employed,F,80046,Rural,Married,132,4,42,0,4,Personal Auto,Personal L2,Offer2,Call Center,260.627146,SUV,Small
ZB87718,Arizona,8714.922135,Yes,Basic,College,2/21/11,Unemployed,F,0,Suburban,Divorced,118,14,64,0,4,Personal Auto,Personal L1,Offer1,Agent,566.4,SUV,Medsize
MU53244,California,5095.439821,No,Extended,Bachelor,2/24/11,Unemployed,F,0,Urban,Married,137,19,30,0,1,Personal Auto,Personal L2,Offer1,Web,452.295175,SUV,Medsize
YM88338,California,4879.442929,No,Basic,Bachelor,2/25/11,Employed,F,58580,Suburban,Married,61,5,53,0,3,Personal Auto,Personal L3,Offer1,Agent,292.8,Four-Door Car,Medsize
QY46560,Arizona,2152.081322,No,Basic,Bachelor,2/26/11,Unemployed,M,0,Suburban,Single,65,8,50,0,1,Personal Auto,Personal L2,Offer2,Agent,460.379966,Two-Door Car,Medsize
PD79570,Oregon,4334.210791,No,Premium,Bachelor,2/21/11,Unemployed,F,0,Suburban,Single,116,6,87,0,1,Personal Auto,Personal L3,Offer2,Agent,1065.617464,Four-Door Car,Small
WW68250,Oregon,2719.260911,No,Basic,Bachelor,2/21/11,Employed,M,81799,Suburban,Married,68,23,97,0,1,Personal Auto,Personal L3,Offer2,Agent,326.4,Four-Door Car,Small
TG37039,Oregon,6240.664762,No,Extended,Bachelor,2/23/11,Unemployed,F,0,Suburban,Single,87,31,9,0,9,Personal Auto,Personal L3,Offer1,Branch,712.40122,Four-Door Car,Medsize
JA44693,Oregon,7222.850848,No,Basic,College,2/21/11,Unemployed,F,0,Suburban,Divorced,68,5,36,0,2,Personal Auto,Personal L3,Offer3,Branch,350.207614,Four-Door Car,Small
ZF81243,Nevada,4376.363592,Yes,Premium,Bachelor,2/28/11,Employed,F,63774,Rural,Divorced,111,18,63,0,1,Personal Auto,Personal L1,Offer2,Agent,60.036683,Four-Door Car,Medsize
XD19934,Oregon,10506.93706,No,Extended,High School or Below,2/25/11,Employed,M,61650,Rural,Single,88,8,2,0,2,Personal Auto,Personal L3,Offer2,Web,117.470445,Four-Door Car,Medsize
DW72437,Oregon,2731.39917,No,Basic,Master,2/21/11,Employed,F,43386,Urban,Married,68,13,79,0,1,Personal Auto,Personal L2,Offer3,Call Center,315.353519,Two-Door Car,Medsize
GE49670,Arizona,7429.079194,No,Premium,High School or Below,2/28/11,Unemployed,M,0,Suburban,Married,101,6,43,0,9,Personal Auto,Personal L3,Offer3,Branch,549.692452,Four-Door Car,Medsize
TK38409,Nevada,2616.613903,Yes,Basic,College,2/25/11,Employed,M,72302,Suburban,Divorced,66,6,27,0,1,Personal Auto,Personal L3,Offer1,Agent,316.8,Two-Door Car,Medsize
SM42781,Arizona,14040.96476,No,Basic,Bachelor,2/22/11,Unemployed,F,0,Urban,Married,195,9,33,1,5,Personal Auto,Personal L2,Offer1,Web,669.037562,Luxury SUV,Small
TB40283,California,14635.45158,Yes,Extended,Bachelor,2/27/11,Unemployed,F,0,Suburban,Divorced,139,5,56,0,2,Corporate Auto,Corporate L2,Offer1,Call Center,667.2,SUV,Medsize
CR76145,California,3885.456401,Yes,Premium,College,2/28/11,Unemployed,M,0,Suburban,Married,105,3,92,0,1,Personal Auto,Personal L2,Offer1,Branch,504.0,Four-Door Car,Large
NP23146,Arizona,5365.93282,No,Basic,College,2/22/11,Employed,F,62808,Urban,Married,66,33,37,0,4,Special Auto,Special L2,Offer3,Branch,211.515893,Two-Door Car,Medsize
SY48471,California,5163.838813,No,Basic,High School or Below,2/22/11,Employed,F,88692,Urban,Married,64,29,26,0,5,Personal Auto,Personal L2,Offer1,Agent,253.193647,Four-Door Car,Medsize
CE69971,Oregon,7403.447336,No,Extended,Master,2/24/11,Medical Leave,F,19064,Rural,Married,98,23,35,1,7,Personal Auto,Personal L3,Offer1,Agent,136.248799,Four-Door Car,Medsize
PT40521,California,4334.064096,Yes,Extended,Bachelor,2/27/11,Retired,F,23904,Suburban,Single,123,1,67,3,1,Corporate Auto,Corporate L1,Offer1,Agent,590.4,SUV,Medsize
PP62909,Oregon,12168.64405,No,Basic,Master,2/22/11,Unemployed,F,0,Rural,Single,109,28,96,0,2,Special Auto,Special L2,Offer1,Agent,30.989755,Sports Car,Medsize
XY57950,California,3618.432755,No,Extended,College,2/28/11,Unemployed,M,0,Suburban,Divorced,99,0,71,0,1,Special Auto,Special L2,Offer1,Branch,475.2,Four-Door Car,Medsize
LU86185,California,9031.214859,Yes,Extended,Master,2/23/11,Unemployed,F,0,Suburban,Single,122,15,47,0,9,Corporate Auto,Corporate L2,Offer1,Branch,650.52179,Sports Car,Medsize
RJ32720,Arizona,10719.08467,No,Extended,College,2/25/11,Employed,F,86036,Suburban,Divorced,90,8,20,3,2,Personal Auto,Personal L3,Offer1,Web,501.26513,Four-Door Car,Medsize
KR90607,Washington,3721.390713,No,Basic,College,2/26/11,Unemployed,F,0,Suburban,Single,101,16,59,0,1,Personal Auto,Personal L1,Offer1,Agent,862.49778,SUV,Medsize
RM31359,Oregon,3129.110699,No,Extended,High School or Below,2/28/11,Employed,F,48056,Suburban,Married,78,15,92,0,1,Corporate Auto,Corporate L3,Offer3,Agent,374.4,Four-Door Car,Small
SN26999,Oregon,10925.82157,No,Extended,High School or Below,2/28/11,Employed,F,98542,Suburban,Single,90,1,93,0,2,Personal Auto,Personal L3,Offer2,Agent,432.0,Two-Door Car,Small
BD84823,Oregon,12157.32992,Yes,Premium,High School or Below,2/27/11,Employed,M,57449,Suburban,Single,103,6,28,0,2,Personal Auto,Personal L2,Offer1,Agent,494.4,Four-Door Car,Medsize
PQ35034,Oregon,9918.69966,No,Basic,College,2/28/11,Employed,F,37586,Rural,Divorced,63,29,90,0,2,Corporate Auto,Corporate L3,Offer1,Branch,153.489143,Two-Door Car,Medsize
SI26369,Oregon,4377.532789,No,Basic,College,2/27/11,Unemployed,M,0,Suburban,Single,64,25,25,0,8,Personal Auto,Personal L3,Offer2,Call Center,460.8,Two-Door Car,Medsize
WM46083,Arizona,2393.813375,No,Basic,Master,2/21/11,Employed,M,58237,Urban,Divorced,63,34,22,3,1,Personal Auto,Personal L2,Offer4,Branch,273.691831,Two-Door Car,Medsize
KV79964,Arizona,9009.219409,No,Premium,Doctor,2/22/11,Employed,M,32260,Suburban,Married,113,8,99,0,4,Personal Auto,Personal L1,Offer1,Branch,601.124657,Four-Door Car,Medsize
UO40726,Oregon,3146.037899,No,Extended,Bachelor,2/21/11,Employed,F,28089,Suburban,Single,82,11,72,1,1,Personal Auto,Personal L2,Offer4,Agent,411.856297,Two-Door Car,Medsize
OX53879,Arizona,5113.899098,No,Basic,Bachelor,2/25/11,Employed,M,92427,Rural,Married,64,2,48,2,3,Personal Auto,Personal L3,Offer1,Call Center,126.049033,Four-Door Car,Large
QV76563,Arizona,5070.227097,No,Basic,Doctor,2/28/11,Unemployed,F,0,Suburban,Divorced,69,8,24,0,6,Personal Auto,Personal L2,Offer4,Agent,331.2,Four-Door Car,Small
LL56632,Oregon,8679.79601,No,Basic,High School or Below,2/25/11,Employed,F,55842,Suburban,Married,109,4,26,0,3,Personal Auto,Personal L3,Offer2,Agent,703.118925,SUV,Medsize
UW90223,California,2363.295991,No,Basic,Bachelor,2/27/11,Employed,F,27839,Suburban,Married,65,20,54,5,1,Personal Auto,Personal L1,Offer3,Agent,312.0,Two-Door Car,Small
CW77053,Oregon,4476.81416,No,Basic,High School or Below,2/23/11,Unemployed,F,0,Suburban,Divorced,62,22,46,0,3,Personal Auto,Personal L2,Offer2,Agent,297.6,Four-Door Car,Medsize
IN26765,Oregon,8271.906799,No,Basic,College,2/27/11,Employed,M,62912,Rural,Married,69,9,89,0,2,Personal Auto,Personal L1,Offer2,Branch,168.358644,Two-Door Car,Medsize
LU49168,Arizona,21283.6362,No,Basic,High School or Below,2/26/11,Unemployed,M,0,Suburban,Married,63,24,89,0,2,Personal Auto,Personal L3,Offer4,Branch,302.4,Two-Door Car,Large
XJ65608,California,5391.775844,No,Basic,College,2/26/11,Employed,F,63633,Suburban,Married,68,16,21,1,8,Corporate Auto,Corporate L1,Offer2,Agent,374.024077,Two-Door Car,Medsize
HI71466,California,3847.352801,No,Extended,College,2/25/11,Employed,M,23459,Rural,Married,96,17,19,0,1,Personal Auto,Personal L3,Offer2,Branch,185.070399,Four-Door Car,Medsize
SQ54906,Oregon,2004.350666,Yes,Basic,College,2/22/11,Unemployed,F,0,Suburban,Divorced,66,16,35,4,1,Personal Auto,Personal L3,Offer1,Branch,316.8,Four-Door Car,Small
TS76653,Nevada,9031.214859,Yes,Extended,Master,2/23/11,Unemployed,F,0,Suburban,Single,122,15,47,0,9,Personal Auto,Personal L2,Offer1,Branch,650.52179,Sports Car,Medsize
KU59569,California,7714.623619,No,Basic,College,2/25/11,Unemployed,F,0,Suburban,Single,106,3,90,0,8,Personal Auto,Personal L3,Offer2,Agent,763.2,Sports Car,Medsize
TM24806,Oregon,6005.847375,Yes,Extended,College,2/23/11,Retired,M,13528,Suburban,Single,86,21,35,0,3,Personal Auto,Personal L2,Offer1,Agent,412.8,Four-Door Car,Medsize
IQ96928,Oregon,4348.139173,No,Basic,High School or Below,2/27/11,Unemployed,F,0,Suburban,Single,62,20,9,0,7,Corporate Auto,Corporate L1,Offer1,Agent,675.661163,Four-Door Car,Small
QW88350,Washington,7618.442045,No,Basic,College,2/23/11,Employed,F,41900,Urban,Married,63,0,34,0,2,Corporate Auto,Corporate L3,Offer2,Web,170.496071,Four-Door Car,Large
RQ41621,Arizona,2862.729074,No,Basic,Doctor,2/21/11,Employed,F,64640,Urban,Divorced,73,5,94,2,1,Personal Auto,Personal L3,Offer3,Agent,327.912134,Four-Door Car,Medsize
HY46017,California,2776.772734,No,Basic,College,2/26/11,Employed,F,70793,Rural,Married,69,32,1,0,1,Personal Auto,Personal L3,Offer2,Web,62.625841,Four-Door Car,Large
QZ83992,California,8682.234653,No,Basic,College,2/24/11,Medical Leave,M,10540,Suburban,Married,115,33,76,0,3,Corporate Auto,Corporate L1,Offer1,Agent,552.0,SUV,Medsize
WE23159,Oregon,9415.901707,No,Extended,High School or Below,2/22/11,Unemployed,M,0,Suburban,Single,133,4,58,0,3,Special Auto,Special L2,Offer2,Agent,1361.993232,Sports Car,Small
LC20778,Nevada,18745.39592,No,Extended,Master,2/27/11,Medical Leave,F,27229,Suburban,Single,99,20,9,0,2,Personal Auto,Personal L2,Offer3,Agent,475.2,Four-Door Car,Small
UR67446,California,7882.987485,No,Extended,High School or Below,2/21/11,Employed,F,23235,Suburban,Married,99,28,71,0,4,Personal Auto,Personal L3,Offer2,Call Center,587.656629,Four-Door Car,Medsize
ZI85739,California,15860.03591,No,Extended,Master,2/25/11,Unemployed,F,0,Rural,Married,136,10,41,0,2,Personal Auto,Personal L1,Offer1,Branch,46.098963,SUV,Small
AM72411,Oregon,2279.696801,No,Basic,High School or Below,2/21/11,Medical Leave,M,23253,Suburban,Divorced,61,20,49,0,1,Personal Auto,Personal L1,Offer2,Branch,292.8,Two-Door Car,Medsize
GM61951,Nevada,29297.33082,No,Basic,High School or Below,2/26/11,Unemployed,F,0,Suburban,Single,115,22,65,0,2,Personal Auto,Personal L3,Offer2,Agent,1251.042795,SUV,Small
DM22923,Oregon,2331.325089,No,Basic,Bachelor,2/22/11,Disabled,M,27398,Suburban,Single,68,4,39,1,1,Personal Auto,Personal L3,Offer2,Branch,326.4,Four-Door Car,Medsize
CF44171,California,4334.064096,Yes,Extended,Bachelor,2/27/11,Retired,F,23904,Suburban,Single,123,1,67,3,1,Personal Auto,Personal L3,Offer1,Agent,590.4,SUV,Medsize
ZN65873,California,3731.504584,Yes,Extended,High School or Below,2/24/11,Unemployed,F,0,Suburban,Married,96,31,34,0,1,Corporate Auto,Corporate L3,Offer1,Agent,460.8,Four-Door Car,Large
AY19539,California,6005.847375,Yes,Extended,College,2/23/11,Retired,M,13528,Suburban,Single,86,21,35,0,3,Personal Auto,Personal L3,Offer1,Agent,412.8,Four-Door Car,Medsize
KU23440,Oregon,6811.576281,No,Basic,Master,2/25/11,Unemployed,F,0,Suburban,Divorced,63,0,88,1,2,Personal Auto,Personal L1,Offer1,Branch,302.4,Four-Door Car,Small
HL91178,California,2809.766683,No,Basic,High School or Below,2/24/11,Employed,M,74713,Suburban,Married,70,20,67,0,1,Personal Auto,Personal L3,Offer1,Branch,336.0,Four-Door Car,Large
RE93978,Washington,8188.976576,No,Basic,College,2/26/11,Employed,M,89061,Suburban,Divorced,103,19,88,0,3,Personal Auto,Personal L2,Offer3,Web,565.267705,SUV,Small
EA55071,Arizona,4376.363592,Yes,Premium,Bachelor,2/28/11,Employed,F,63774,Rural,Divorced,111,18,63,0,1,Personal Auto,Personal L2,Offer2,Agent,60.036683,Four-Door Car,Medsize
UL96474,Arizona,3756.63877,No,Basic,College,2/27/11,Unemployed,F,0,Suburban,Married,108,32,49,3,1,Personal Auto,Personal L2,Offer2,Agent,718.383,SUV,Medsize
NK20941,California,7057.463184,No,Extended,High School or Below,2/25/11,Employed,M,52447,Rural,Single,90,5,57,0,7,Personal Auto,Personal L3,Offer1,Agent,61.585668,Four-Door Car,Medsize
HB21182,Arizona,2417.777032,No,Basic,Master,2/26/11,Employed,F,20200,Suburban,Single,65,3,51,3,1,Personal Auto,Personal L3,Offer2,Agent,312.0,Two-Door Car,Medsize
UD99395,Oregon,4474.48438,No,Basic,High School or Below,2/22/11,Employed,M,84927,Suburban,Married,112,27,83,0,1,Personal Auto,Personal L2,Offer2,Call Center,537.6,SUV,Small
LJ79533,Nevada,13466.92071,Yes,Basic,High School or Below,2/23/11,Disabled,F,11432,Suburban,Married,119,11,9,0,2,Special Auto,Special L2,Offer2,Agent,571.2,SUV,Small
SY36127,California,2874.08847,No,Basic,Master,2/28/11,Employed,F,33462,Rural,Married,72,12,9,0,1,Personal Auto,Personal L3,Offer2,Branch,112.425578,Four-Door Car,Medsize
TG95261,California,9031.214859,Yes,Extended,Master,2/23/11,Unemployed,F,0,Suburban,Single,122,15,47,0,9,Personal Auto,Personal L2,Offer1,Branch,650.52179,Sports Car,Medsize
IV84135,California,9429.080755,No,Extended,College,2/27/11,Employed,F,75638,Rural,Divorced,83,6,52,4,2,Personal Auto,Personal L3,Offer4,Agent,108.69654,Four-Door Car,Medsize
TE11374,California,7613.049819,No,Basic,Bachelor,2/27/11,Disabled,F,24982,Suburban,Married,109,20,52,4,7,Personal Auto,Personal L1,Offer1,Web,523.2,SUV,Medsize
OQ51004,California,3954.344534,Yes,Basic,Bachelor,2/25/11,Disabled,M,18375,Suburban,Married,103,8,50,0,1,Personal Auto,Personal L2,Offer1,Branch,535.080276,Sports Car,Large
JA24437,California,7555.828789,No,Premium,College,2/25/11,Unemployed,M,0,Suburban,Single,114,19,50,0,3,Personal Auto,Personal L3,Offer1,Branch,820.8,Four-Door Car,Medsize
MG12206,California,3728.874098,No,Basic,College,2/27/11,Unemployed,M,0,Suburban,Single,69,21,54,5,3,Personal Auto,Personal L2,Offer4,Call Center,496.8,Two-Door Car,Medsize
NE55975,Nevada,4983.114656,No,Extended,High School or Below,2/21/11,Unemployed,F,0,Suburban,Divorced,133,9,85,0,1,Personal Auto,Personal L3,Offer1,Branch,957.6,Sports Car,Large
MB12747,Nevada,9788.713108,No,Extended,Bachelor,2/28/11,Employed,M,31930,Rural,Married,83,19,30,0,2,Personal Auto,Personal L3,Offer1,Branch,37.699658,Four-Door Car,Medsize
TC82133,Oregon,5375.821564,No,Basic,Bachelor,2/25/11,Employed,M,66844,Rural,Married,70,11,80,4,5,Personal Auto,Personal L3,Offer3,Branch,104.977375,Four-Door Car,Medsize
FT61724,California,4633.550875,No,Basic,Bachelor,2/28/11,Employed,F,29105,Rural,Married,117,28,31,0,1,Personal Auto,Personal L3,Offer2,Branch,272.612048,Sports Car,Medsize
GW89349,Nevada,7662.429999,No,Basic,High School or Below,2/24/11,Unemployed,M,0,Suburban,Single,73,28,19,0,2,Corporate Auto,Corporate L2,Offer1,Call Center,525.6,Four-Door Car,Medsize
GI55977,Oregon,2337.35182,No,Basic,High School or Below,2/23/11,Medical Leave,F,28806,Suburban,Married,61,13,90,0,1,Personal Auto,Personal L1,Offer2,Call Center,292.8,Four-Door Car,Small
XO92596,California,6005.847375,Yes,Extended,College,2/23/11,Retired,M,13528,Suburban,Single,86,21,35,0,3,Personal Auto,Personal L3,Offer1,Agent,412.8,Four-Door Car,Medsize
WC22220,Arizona,2616.613903,Yes,Basic,College,2/25/11,Employed,M,72302,Suburban,Divorced,66,6,27,0,1,Corporate Auto,Corporate L2,Offer1,Agent,316.8,Two-Door Car,Medsize
CA45756,Arizona,22185.88045,No,Basic,Master,2/27/11,Employed,F,60426,Rural,Single,62,0,97,0,2,Corporate Auto,Corporate L2,Offer1,Call Center,133.284622,Two-Door Car,Medsize
DV62119,Arizona,3548.148767,No,Extended,Doctor,2/28/11,Employed,F,76114,Suburban,Married,88,6,97,0,1,Personal Auto,Personal L3,Offer2,Agent,422.4,Four-Door Car,Medsize
DO12179,Oregon,2451.535793,No,Basic,Bachelor,2/22/11,Employed,M,48791,Rural,Married,62,27,0,3,1,Personal Auto,Personal L2,Offer3,Call Center,69.794432,Two-Door Car,Medsize
YQ95507,Oregon,2535.223185,No,Basic,High School or Below,2/26/11,Employed,F,69259,Suburban,Divorced,63,3,30,0,1,Personal Auto,Personal L3,Offer3,Call Center,362.51794,Four-Door Car,Small
UX87980,Nevada,2805.286098,No,Extended,College,2/26/11,Employed,M,50180,Urban,Single,77,30,93,3,1,Personal Auto,Personal L3,Offer2,Web,360.499075,Four-Door Car,Medsize
YP71513,Oregon,4879.713235,No,Basic,College,2/23/11,Unemployed,M,0,Suburban,Single,67,7,84,0,5,Personal Auto,Personal L3,Offer1,Agent,321.6,Four-Door Car,Medsize
CJ51511,Arizona,13466.92071,Yes,Basic,High School or Below,2/23/11,Disabled,F,11432,Suburban,Married,119,11,9,0,2,Corporate Auto,Corporate L3,Offer2,Agent,571.2,SUV,Small
OP68330,Oregon,7247.495684,No,Extended,College,2/26/11,Unemployed,F,0,Suburban,Married,96,31,64,1,3,Personal Auto,Personal L2,Offer1,Agent,460.8,Four-Door Car,Large
KQ98040,California,7996.597066,No,Extended,Bachelor,2/28/11,Employed,F,70061,Suburban,Married,99,2,57,0,3,Corporate Auto,Corporate L2,Offer3,Agent,699.517349,Four-Door Car,Small
DP23630,California,7411.813055,No,Basic,High School or Below,2/22/11,Unemployed,M,0,Suburban,Single,73,6,19,0,2,Personal Auto,Personal L3,Offer1,Agent,525.6,Four-Door Car,Large
DE78840,Nevada,6991.248087,No,Basic,Bachelor,2/22/11,Medical Leave,F,19019,Suburban,Married,186,7,46,0,1,Personal Auto,Personal L3,Offer4,Branch,1003.050834,Luxury SUV,Medsize
VZ64716,Oregon,11546.17372,No,Extended,Master,2/26/11,Employed,M,81081,Rural,Married,96,32,34,1,2,Corporate Auto,Corporate L2,Offer4,Call Center,206.211089,Four-Door Car,Medsize
QY37300,Nevada,13502.63148,No,Basic,Master,2/21/11,Employed,M,57222,Urban,Married,112,3,88,1,2,Personal Auto,Personal L2,Offer2,Branch,297.187468,Sports Car,Medsize
NI27358,Arizona,7255.137772,No,Basic,College,2/21/11,Employed,F,67352,Urban,Married,181,7,80,1,1,Personal Auto,Personal L3,Offer3,Branch,560.947563,Luxury Car,Small
LO39834,Oregon,4334.064096,Yes,Extended,Bachelor,2/27/11,Retired,F,23904,Suburban,Single,123,1,67,3,1,Personal Auto,Personal L3,Offer1,Agent,590.4,SUV,Medsize
HU89665,Oregon,12128.36511,No,Basic,College,2/25/11,Employed,F,20495,Suburban,Married,61,7,36,0,2,Personal Auto,Personal L3,Offer2,Agent,292.8,Four-Door Car,Medsize
PL56477,Oregon,2927.516316,No,Basic,College,2/23/11,Employed,F,20852,Suburban,Married,73,8,6,0,1,Personal Auto,Personal L3,Offer3,Branch,383.789732,Two-Door Car,Small
XK20264,Washington,9227.945752,No,Extended,High School or Below,2/28/11,Unemployed,F,0,Urban,Married,82,22,62,0,2,Personal Auto,Personal L3,Offer1,Call Center,296.637382,Two-Door Car,Medsize
RD53171,Arizona,3063.114594,No,Extended,College,2/28/11,Unemployed,F,0,Suburban,Single,95,14,57,2,1,Personal Auto,Personal L2,Offer1,Agent,456.0,Two-Door Car,Medsize
QY41527,Arizona,4175.945269,No,Basic,Bachelor,2/21/11,Employed,M,23060,Suburban,Married,109,13,25,3,1,Corporate Auto,Corporate L3,Offer4,Agent,731.350857,SUV,Medsize
VI18029,Washington,2414.638309,No,Basic,Bachelor,2/26/11,Employed,M,79271,Urban,Married,62,24,63,4,1,Personal Auto,Personal L3,Offer2,Agent,232.753598,Four-Door Car,Medsize
ZA37110,Nevada,4699.034135,No,Extended,Bachelor,2/23/11,Unemployed,F,0,Rural,Married,129,14,93,2,1,Personal Auto,Personal L3,Offer1,Web,291.744204,SUV,Medsize
OZ58610,Arizona,7575.647415,No,Basic,High School or Below,2/21/11,Unemployed,M,0,Suburban,Single,109,30,87,0,4,Personal Auto,Personal L3,Offer2,Branch,784.8,SUV,Medsize
GD93408,California,5759.011129,No,Basic,Bachelor,2/26/11,Employed,F,30968,Rural,Married,74,10,89,1,8,Corporate Auto,Corporate L2,Offer1,Branch,45.425684,Two-Door Car,Medsize
QO12561,California,4165.396419,No,Premium,High School or Below,2/22/11,Unemployed,M,0,Suburban,Divorced,116,2,97,0,1,Personal Auto,Personal L1,Offer1,Agent,556.8,Four-Door Car,Medsize
VI12822,Washington,2632.552578,No,Basic,High School or Below,2/26/11,Employed,F,99841,Suburban,Married,65,14,30,0,1,Personal Auto,Personal L2,Offer2,Branch,312.0,Four-Door Car,Small
CT84535,California,3885.456401,Yes,Premium,College,2/28/11,Unemployed,M,0,Suburban,Married,105,3,92,0,1,Personal Auto,Personal L3,Offer1,Branch,504.0,Four-Door Car,Large
WE21182,Oregon,5169.49937,Yes,Basic,High School or Below,2/26/11,Medical Leave,M,12430,Suburban,Single,73,22,13,0,4,Personal Auto,Personal L3,Offer2,Call Center,350.4,Four-Door Car,Medsize
IS73434,Arizona,3219.146148,No,Extended,Bachelor,2/26/11,Employed,F,45892,Suburban,Married,81,1,49,0,1,Corporate Auto,Corporate L2,Offer2,Agent,388.8,Four-Door Car,Medsize
NI58226,Oregon,2752.65503,No,Basic,High School or Below,2/23/11,Employed,F,81280,Urban,Married,68,6,47,0,1,Personal Auto,Personal L3,Offer3,Web,308.349562,Four-Door Car,Medsize
EB93628,Oregon,10759.40004,No,Extended,High School or Below,2/22/11,Unemployed,F,0,Suburban,Divorced,97,12,24,0,2,Personal Auto,Personal L1,Offer1,Web,465.6,Two-Door Car,Small
XL49151,Arizona,2792.009458,No,Extended,College,2/26/11,Employed,M,22426,Suburban,Single,76,9,31,1,1,Corporate Auto,Corporate L3,Offer3,Branch,528.391284,Four-Door Car,Medsize
FE12805,Oregon,7180.270931,No,Premium,Bachelor,2/25/11,Employed,F,34161,Suburban,Married,186,5,10,3,1,Personal Auto,Personal L3,Offer3,Call Center,892.8,SUV,Medsize
CH76379,Oregon,4236.814353,No,Basic,Bachelor,2/28/11,Unemployed,M,0,Suburban,Single,61,21,13,0,3,Personal Auto,Personal L3,Offer1,Agent,292.8,Four-Door Car,Medsize
TA35356,California,9664.330983,No,Extended,College,2/28/11,Employed,F,86054,Rural,Married,239,12,11,0,1,Personal Auto,Personal L3,Offer2,Branch,115.166422,Luxury Car,Medsize
OF38237,California,4878.829713,No,Basic,Doctor,2/28/11,Disabled,F,29950,Suburban,Married,61,0,76,0,4,Personal Auto,Personal L1,Offer1,Call Center,292.8,Two-Door Car,Medsize
DE23903,Oregon,5905.971667,No,Basic,Bachelor,2/22/11,Employed,F,59848,Rural,Married,73,5,98,1,3,Personal Auto,Personal L3,Offer1,Call Center,131.614733,Two-Door Car,Medsize
PY17715,California,3427.154407,No,Extended,Master,2/27/11,Employed,F,58840,Rural,Single,86,25,44,0,1,Corporate Auto,Corporate L3,Offer1,Agent,73.27252,Two-Door Car,Medsize
YB14965,Arizona,36516.0456,No,Basic,College,2/27/11,Employed,M,89771,Urban,Married,114,5,83,0,2,Personal Auto,Personal L3,Offer1,Agent,432.409662,SUV,Medsize
FI61655,Arizona,2549.998419,No,Basic,Bachelor,2/22/11,Employed,M,31213,Suburban,Married,65,0,29,0,1,Corporate Auto,Corporate L3,Offer2,Branch,312.0,Four-Door Car,Medsize
JZ16164,Oregon,5110.755667,No,Extended,Bachelor,2/23/11,Disabled,F,22565,Suburban,Married,132,0,20,0,1,Personal Auto,Personal L1,Offer3,Agent,633.6,SUV,Small
MN74944,Arizona,6285.15476,No,Extended,College,2/28/11,Employed,M,52210,Suburban,Married,80,6,74,0,9,Personal Auto,Personal L1,Offer1,Branch,384.0,Four-Door Car,Medsize
HZ84382,Oregon,8283.843281,No,Premium,Master,2/24/11,Employed,M,94851,Rural,Single,104,6,33,0,3,Personal Auto,Personal L3,Offer1,Call Center,190.998822,Four-Door Car,Small
FA89548,Arizona,2436.397813,No,Basic,Bachelor,2/25/11,Unemployed,M,0,Suburban,Married,67,16,92,0,1,Personal Auto,Personal L1,Offer3,Branch,399.0564,Four-Door Car,Small
QT84069,Oregon,50568.25912,No,Extended,Master,2/28/11,Employed,M,82081,Urban,Married,249,1,62,0,2,Personal Auto,Personal L1,Offer2,Branch,753.760098,Luxury SUV,Small
